"Data Source","World Development Indicators",

"Last Updated Date","2019-04-24",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018",
"Low & middle income","LMY","Foreign direct investment, net outflows (BoP, current US$)","BM.KLT.DINV.CD.WD","","","","","","","","","","","37799993.2799695","33370658.1917695","46279047.3661","96648393.5832962","192957372.576739","295111093.962723","311074188.288679","395137883.237412","512571546.573931","342013517.975108","1907034645.51974","1399268302.02866","1092357238.94006","992420701.205181","922260869.752996","1587056962.14078","1556097856.02463","1767104423.93441","1949024940.16885","3193666366.26348","3016627516.39286","4011051445.11717","9429603836.64323","9364574903.99592","10567083373.9223","11898406836.3352","12841889252.1633","18900153890.0307","15323317264.5804","17533501669.3892","15463723918.9909","14737193480.6074","19743625226.8155","29983524633.7867","52799417519.2528","67716461252.8635","137675694984.273","165298542514.058","218037063022.346","150982017710.359","224120777764.867","223871361475.341","223533360913.208","271181550811.783","307879098819.708","296415956133.83","311849930158.054","219859800774.689","",
"Lesotho","LSO","Foreign direct investment, net outflows (BoP, current US$)","BM.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","58515.0822624532","","","","","","","","","","","","","","47906.3794370491","1286.51670456173","914082.360658804","11595067.2550394","7244431.09448043","5397085.02160996","-137257.010567525","315740.796266405","0","41348427.500473","38289504.0777716","-34020000","-31360000","","","","",
"Late-demographic dividend","LTE","Foreign direct investment, net outflows (BoP, current US$)","BM.KLT.DINV.CD.WD","","","","","","","","","","","18999999.9999695","3008939.99996948","21085710","33292129.9999962","64813199.999939","209093069.254668","316216703.067992","292956564.599042","323055932.209392","92778379.6176465","1232292563.41221","382448952.234261","794158273.076359","826784652.602523","606896721.141907","1098455056.29457","1282797560.28159","2149820011.72117","2484841509.10602","4274747292.46808","2766020995.58905","2655623066.46547","8124272461.26287","9044358155.43352","6973143500.61215","8441176732.02718","13108801377.1567","13930068076.0772","15005145794.7918","19318124335.9747","22848880634.7447","17354540420.3599","30109732000.6777","31381800420.5159","67799827605.4583","166652607897.722","186533012424.04","224109070242.538","275163085818.691","198642860445.363","240804820206.045","211803117276.181","269495957764.666","291593652624.789","394004940154.344","499949953019.061","452953520924.199","176007932426.68","",
"Lithuania","LTU","Foreign direct investment, net outflows (BoP, current US$)","BM.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1002500","125000","34687500","-2550000","86700000","5097500","3675000","-33988517.0302821","75414408.9813814","297516968.588889","499544777.334207","501735177.296857","917048463.994612","271076168.389998","252948295.849779","57045345.4158363","139781388.570756","274815209.051893","426937691.548127","487380757.353867","180278660.118009","811894768.709158","578971200.649889","",
"Luxembourg","LUX","Foreign direct investment, net outflows (BoP, current US$)","BM.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10217474787.0688","850695755.4676","6773194999.7827","8211019214.7938","10035030502.7592","71293665025.6351","11506157395.5396","8268305727.7768","23252717387.7054","10715798180.3143","89805737934.508","22089625165.4697","34205837361.0744","28221313248.7265","44353364996.8984","41155179327.5534","",
"Latvia","LVA","Foreign direct investment, net outflows (BoP, current US$)","BM.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3412080","6309000","3752000","-555000","-47353000","-40616000","68500000","17500000","6923862.49317569","84242923.32361","-46730788.7137758","85761897.7446957","85022058.5717036","225790180.51298","212394369.873064","769509077.967757","342282864.225907","-193254023.274665","79868021.4522728","107725670.320854","161357721.294938","493800594.020685","546588397.295744","143210846.085285","244865785.624953","500222638.255239","",
"Macao SAR, China","MAC","Foreign direct investment, net outflows (BoP, current US$)","BM.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10593141.2211","48374086.629627","-15366574.5037338","-77037748.7067014","65280961.6699404","658651331.678226","302163407.296883","844675081.811794","-593375736.08151","-301926966.069818","322506510.369628","971072375.892279","2186915635.19103","1312062166.26775","-219888498.048806","-25075230.1196329","685393378.196688","",
"St. Martin (French part)","MAF","Foreign direct investment, net outflows (BoP, current US$)","BM.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","Foreign direct investment, net outflows (BoP, current US$)","BM.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","49105944","35740010","31318919","","","","","","555761.3931","1275969.905","8000000","14154667.372","1621926.0459","13000000","22741499.2161074","32443670.1169788","23121488.8159656","23905988.613143","14636598.1501487","30289554.951018","8607020.24958959","-4060632.17969443","-4487772.22312082","58518849.1537689","97054094.1654741","28328808.9710921","12613482.8354394","30922101.8074252","74115211.0082399","450871214.59183","631979636.902184","315929282.800516","479023684.0043","579978089.156416","248022127.520666","359562920.660013","444699296.222138","431221073.450753","656593012.785427","635714068.67531","1012160431.61149","",
"Monaco","MCO","Foreign direct investment, net outflows (BoP, current US$)","BM.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Moldova","MDA","Foreign direct investment, net outflows (BoP, current US$)","BM.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","520000","560000","450000","-730000","40000","80000","120000","450000","110000","3220000","-160000","-720000","12120000","31230000","-3420000","7600000","33780000","26600000","30760000","40830000","7310000","13330000","11060000","",
"Madagascar","MDG","Foreign direct investment, net outflows (BoP, current US$)","BM.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","","","","","","","","","","2000000","6000000","-8476416.9306","444830.9835","1345363.7649","-413047.212","1898900.727","4946450.4211","2798700.4448","1521370.6929","-781934.1924","-1513989.9498","","","","1131103.9395","0","-4514499.4436","","11789385.6534523","11167219.3366775","38478461.6106766","44598207.6244243","26183741.0087252","43547460.5276435","42331378.827474","36429424.9224366","15605638.7461509","36760390.8009814","81923951.0892881","89727785.4203707","105965703.391882","",
"Maldives","MDV","Foreign direct investment, net outflows (BoP, current US$)","BM.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Middle East & North Africa","MEA","Foreign direct investment, net outflows (BoP, current US$)","BM.KLT.DINV.CD.WD","","","","","","","","","","","11000000","5000000","6680000","8480000","2420000","132343069.254668","122153834.739048","180614507.304245","182492298.546253","-113843132.293798","707383830.253532","22607735.0315922","622583803.816469","350270403.716884","264153563.697748","228755788.098367","487022928.463756","1121975310.38448","2367188328.36539","1933682988.99618","174749910.671117","463663545.219213","2043608954.70653","808854033.178474","560957239.172359","531863348.438063","3710528085.87283","1304297498.45401","335478696.196562","2103150364.44519","5855124217.76354","207309896.978461","4011646026.4664","458727184.56969","17517567260.9728","26063074694.5123","53240661625.4456","60991963900.5687","67588709908.904","14682607667.8625","32559803968.4356","34601453570.4891","15882387447.0105","37512265951.6832","36930288234.2399","35098466637.1743","48266535425.0268","32293546390.64","",
"Mexico","MEX","Foreign direct investment, net outflows (BoP, current US$)","BM.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","","","2600000","3298000","30894000","95566000","-37155000","61530000","221979222.4393","321523200","-32744977.5406","38272211.4505","116938897.3318","223238860","176909800","647000000","-110000000","1058000000","-263000000","38000000","1108000000","1363000000","1900600000","363100000","4403957000","890795001","1253463948","4431906399","6473995841","5337417650.88298","10307172576.6389","3193797115.76313","11163806010.9433","8039198690.66557","12331111094.658","18700811334.0064","13458120212.9596","6965129496.47092","12305867296.7395","6653514214.79596","3384591695.53681","",
"Marshall Islands","MHL","Foreign direct investment, net outflows (BoP, current US$)","BM.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","1403000","0","48000","0","370000","0","-14633000","233000","-66000","11446000","12056000","51431000","13930000","36953000","21958000","-24995000","-45975000","29413000","30576000","13380000","-46273000","-772000","","","",
"Middle income","MIC","Foreign direct investment, net outflows (BoP, current US$)","BM.KLT.DINV.CD.WD","","","","","","","","","","","37799993.2799695","33370658.1917695","46279047.3661","96648393.5832962","189027372.576739","293371093.962723","304994188.288679","387428335.744465","511591276.484084","327724239.070313","1673130669.61392","1343018458.07743","905179083.861436","923256772.202751","857143984.206342","1325308713.94377","1794074699.77606","1651411806.5114","1713195710.88574","3164664571.41539","3066137481.13163","3744107366.85262","9312874735.27423","9284285085.53117","10437708233.7639","11885752989.8103","12793742208.0733","18346126472.2715","16174284816.0032","17286183265.8068","14723434170.9115","14998429302.7308","19188253169.8804","29685450438.6896","52461535989.1237","67112034226.1761","137029591404.129","165023758503.295","217560305128.764","151056721398.901","222438244428.662","222286032761.541","220915234738.689","269852255462.686","306772672587.449","295222112382.624","310516476850.766","218631869830.026","",
"North Macedonia","MKD","Foreign direct investment, net outflows (BoP, current US$)","BM.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","684405.4","3222450","1847674","23311232","8723394","1579107","-12729602","51098471.08","3482820.39","33316131.3","11186653.48","74002493.34","94584865.61","34007845.99","172407662.86501","97482333.47182","-200509668.22829","66290398.9774899","200006440.696032","182200846.06677","",
"Mali","MLI","Foreign direct investment, net outflows (BoP, current US$)","BM.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","610000","7620000","8020000","8860000","-3060000","","","","","","","","241066.4781","54394.6824","-279159.4762","183646.8066","-1034141.1671","1542298.1077","0","0","0","1554000","-6785000","-15000","828326.8285","4012775.7115","17266475.59","1573915.1894","1422918.1005","781774.9889","-64629495.5681157","77970493.7053477","140589755.952257","86734131.673738","-102756054.019337","-26934421.3822972","4378360.59488371","15950180.5631025","2855031.76481187","614463.616522115","82309220.5087","96938558.0885","54347090.8156","",
"Malta","MLT","Foreign direct investment, net outflows (BoP, current US$)","BM.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-15774568.1110167","13055213.9647478","45151917.3887142","905073.644046221","-1029315.42365657","264159865.142566","92728710.5316246","88719367.0256892","60925671.1387624","-131323627.955276","163124052.81892","186258540.625916","-96909961.9301561","479639142.133147","5310312042.32177","10975939628.2512","14854316623.6969","14641958733.8304","16161739981.8898","-6096294714.2063","3330384757.06917","-4375493009.13864","-8256566638.58757","-8770795636.89217","-8711701123.82726","-6932158497.02948","-6695209766.58609","-6878627350.0428","",
"Myanmar","MMR","Foreign direct investment, net outflows (BoP, current US$)","BM.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Middle East & North Africa (excluding high income)","MNA","Foreign direct investment, net outflows (BoP, current US$)","BM.KLT.DINV.CD.WD","","","","","","","","","","","2000000","1000000","6680000","8480000","2420000","41250000","6710000","122270544.474238","80964975.7162601","73313097.1572583","91963004.9543491","36345000.3428361","46223821.1642734","38187919.4068182","57101842.6918637","14488574.665827","11196976.0589933","160961957.70688","96831339.1342969","93717797.3678042","146450219.351232","371150048.957138","-59666635.3095507","-565617405.895074","245992953.668523","298781776.44566","296790488.51853","643076587.562295","559873484.759952","783939811.777879","658907375.751907","772176160.772897","550649988.618057","559331827.604039","1721100349.82627","1879056835.89591","2502638865.31142","6736209036.02998","9946642636.09177","4013495776.13041","5779060631.36807","2970169528.1921","5975287065.9228","3581766864.23663","2377616060.81373","2373700006.16993","2942068239.39311","2511324803.79031","",
"Montenegro","MNE","Foreign direct investment, net outflows (BoP, current US$)","BM.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","159268615.972074","110250835.594165","45780719.4439908","27123156.530548","17972239.2417887","27855351.787141","17649232.4485164","27877289.001118","12393001.0548943","-184825818.316437","11054492.9696474","",
"Mongolia","MNG","Foreign direct investment, net outflows (BoP, current US$)","BM.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2300000","54400000","12750800","6242546.76629683","53805514.27","62326152.3644099","94562536.2245845","64655158.1021308","40985649.269138","107081399.466876","11408525.5310674","14472969.4528","48614239.5670594","",
"Northern Mariana Islands","MNP","Foreign direct investment, net outflows (BoP, current US$)","BM.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","130000","0","0","0","0","0","30000","0","10000","0","1123000","-644000","0","0","20000","-10000","5000","5000","0","","","","",
"Mozambique","MOZ","Foreign direct investment, net outflows (BoP, current US$)","BM.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","940418.2353","","","","57809.316","-29889.5581","200342.6732","","","","","","","","","","14560436.7499999","138135989.85","17377367.78","49752005.22","34511011.1525","237864863.716556","83588479.3963299","8851122.66538004","522297789.84","97009245.0140001","1521898.11999994","34720695.634","25983517.57","",
"Mauritania","MRT","Foreign direct investment, net outflows (BoP, current US$)","BM.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","","","","","","","","","","1357983.19328035","243643.828817651","943385.780563153","","","","-157796.0442","176578.8157","1170686.1281","200342.6732","195483.5481","171329.9833","92750","","","","365000","-1000000","4008000","2023000","57000","-1277000","2985000","","16753000","1463000","-2676000","18615000","27745000","212000","1035000","9664000","",
"Mauritius","MUS","Foreign direct investment, net outflows (BoP, current US$)","BM.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","-448999.292893314","-756737.804338893","-162251.400458726","-2536418.07607982","","","","","","","","","148834.717186131","590172.964395084","605511.500233234","10861017.8370922","43307265.8004857","33204848.7012003","1057884.86129645","3623539.20084664","2674382.7561743","3181800.73300141","13712532.7965023","6432193.79167567","12951970.6813943","2868001.8847859","8697772.5466261","-6017652.19922377","31786528.414798","46964352.2750095","9590681.09360389","59574575.1622837","52426519.5791035","37838630.3136791","128652824.1577","157806730.3003","180366056.5724","167875080.6152","90818245.944","53862057.7522","5486484.7248","61482407.5486","",
"Malawi","MWI","Foreign direct investment, net outflows (BoP, current US$)","BM.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1900000","900038.9955","5599991.7398","99999.7569","-600000.184","4700001.4396","347999.9644","1310907.88774482","1831722.35116185","3019496.53805611","5910254.55369792","13644260.2318736","18550423.4610292","-1330023.1414835","42300012.4045819","945146.303127503","-4542324.25818832","-4200116.25591356","-4736025.73374394","-5105260.48137664","-4215636.52787926","-5032842.0857568","",
"Malaysia","MYS","Foreign direct investment, net outflows (BoP, current US$)","BM.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","","","","201113520.2675","292953492.0056","260085039.3296","225783521.8094","242443378.6759","209783169.0186","248930829.3046","214475083.7421","198336630.0338","273068915.1076","129000000","175000000","115000000","1063000000","2329000000","2488000000","3768000000","2675000000","863000000","1422368421.05263","2026052631.57895","266842105.263158","1894210526.31579","2115263157.89474","1813157894.73684","2931103674.78221","7637591704.75245","11815561058.3052","15400012808.3826","6740793286.25694","15349450384.6144","18108364156.118","16896877456.8632","13408211616.6835","16059874463.9851","10541971443.6402","10097318070.4915","5758476070.76884","",
"North America","NAC","Foreign direct investment, net outflows (BoP, current US$)","BM.KLT.DINV.CD.WD","","","","","","","","","","","7419472484.16486","6078019686.15033","7410267862.98381","10505920834.6924","6516963703.1288","14979455862.2236","12322594154.6422","12910859285.7453","16647206596.2503","28548554658.5216","23133463555.8994","15655553501.8507","10145106820.5226","14017521397.5694","17404379824.2534","7444510673.96511","22889012548.76","47400179924.4345","29046860654.749","57395066528.578","65990375566.0254","55746596860.7795","64558258183.2064","87941099824.7131","100610891295.641","125888529808.977","115309976243.911","148126252849.543","211157344606.633","267443102387.122","233035648694.243","182897750506.136","208269535934.634","218672961035.813","418856462362.236","79892689629.2199","334273511417.145","589131491319.668","432590180194.301","350314733469.76","386150325893.877","486372028142.834","439739661324.22","447327739847.161","452570034501.8","391207442972.361","383869725495.962","460378770234.583","",
"Namibia","NAM","Foreign direct investment, net outflows (BoP, current US$)","BM.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1352750.67355711","6373774.81381154","-1577832.27467605","8660415.54336496","-6111301.73073755","-3529004.69660898","-21677699.6673334","651047.082639938","-2170655.42186763","30825060.1252423","12068706.3769459","-2317087.13254853","-31907888.0749866","-92488790.2476302","-22540430.000843","-10339412.131205","206229611.810553","-48725676.761486","7159421.95776736","74603925.8200501","844272.091873357","36407433.8404196","4575620.20626232","17510483.0610073","15880968.2964196","43606822.6778291","-5805377.40201328","-93226428.5331592","",
"New Caledonia","NCL","Foreign direct investment, net outflows (BoP, current US$)","BM.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3619985.25088175","14035490.8085567","11029537.0974804","30615372.8004844","30538938.4332767","6877539.25554863","63743049.6028611","58304429.8272052","75981325.6592307","40666963.8499203","103233747.259477","61410955.4428919","58302914.1917819","57903815.3131034","106962764.323906","57103927.4331","",
"Niger","NER","Foreign direct investment, net outflows (BoP, current US$)","BM.KLT.DINV.CD.WD","","","","","","","","","","","","","","","310000","6310000","-1410000","-3660000","-6760000","11220000","-4240000","-600000","3280000","1770000","260000","1940000","29420000","10180000","4680000","1560000","18364.5","2612480","40730400","5752880","-1806540","7148170","7465510","1622000","163000","-238753.027","-620807.4429","-3623272.4316","-1718824.4274","3441.1562","7075726.1705","15018916.5118983","-11249017.5122604","-22042003.29296","-34119742.4779362","-94610963.6698237","-204194815.416481","9286532.49118123","2184017.11013869","100730702.428828","88543034.037158","34124806.5033763","40184943.7975265","32686305.5864","",
"Nigeria","NGA","Foreign direct investment, net outflows (BoP, current US$)","BM.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","","","4966826.7790301","4552000","8225000","-27000000","861000","1501000","1847000","14411000","-7890000","5061000","797748186.2879","414600000","411500000","260100000","532700000","328200000","191753359.7108","597184659.5814","102972821.0953","158800978.7954","172817608.8369","168938514.5106","93883556.7471","172161494.5854","167321366.7285","260755093.633","14635077.179342","319618789.755282","867680640.350886","1051448363.89157","1525121753.83666","911716681.775592","816764595.738798","1530129291.1724","1227437644.3639","1599406943.31395","1472603710.20898","1303909514.52736","1284063190.23103","",
"Nicaragua","NIC","Foreign direct investment, net outflows (BoP, current US$)","BM.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","21000000","15300000","18900000","-29100000","15100000","7700000","63400000","150100000","94000000","45000000","63800000","80400000","",
"Netherlands","NLD","Foreign direct investment, net outflows (BoP, current US$)","BM.KLT.DINV.CD.WD","","","","","","","","","","","1316850827.7762","1319118576.75443","1640443862.62126","2116954680.56953","2788608558.4243","2518836107.22477","2352509213.28344","3038381023.27259","3385684719.64332","6282058629.50138","5918005427.86793","4526603260.36036","3262884433.91572","3835376221.48475","4844384683.64578","2704542591.89004","4093406004.42739","8657987148.48151","7117014325.1173","14858810655.7812","13718073803.8267","12834850530.1335","12775925405.0255","9954120241.12076","17581323778.3404","20187726220.4261","31936850993.586","24499218879.7808","36938048263.2742","57151434071.4115","74510261590.8573","50764334178.4741","31757777948.4505","44640781671.5812","151363070187.026","266635596011.423","523275940447.591","596514347787.756","272347507300.789","140300768081.21","191499516831.037","371406864317.69","238025254655.069","415849993265.735","118361966433.717","252696870711.458","274948388956.407","332314998936.619","",
"Norway","NOR","Foreign direct investment, net outflows (BoP, current US$)","BM.KLT.DINV.CD.WD","","","","","","","","","","","32000000","32000000","0","50000000","148000000","171519172.699746","192709247.7772","125090717.086497","65738416.341931","43657000.403032","253225020.623423","180277601.560201","302483566.08554","358309135.054767","603482061.635716","1293187385.29751","1603110884.81527","877320414.509658","967942687.672674","1345779025.37905","1466739129.96195","1783172226.93632","-120202735.510669","718340458.747873","2165721291.9729","2859227884.15645","6534062473.37298","5631946243.78735","4491662717.67689","4853439699.46629","10802972740.6465","1930432331.72455","7739946504.7392","6681889766.04179","7624818391.13539","31735027706.5135","18521595401.1491","22925008295.3407","36326091632.5057","9968098526.7885","29942039228.9003","12996193187.1811","26691884803.7812","11598929235.1228","22655743527.4257","22277213029.6591","6587245175.77351","3941655942.51336","",
"Nepal","NPL","Foreign direct investment, net outflows (BoP, current US$)","BM.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Nauru","NRU","Foreign direct investment, net outflows (BoP, current US$)","BM.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","","","","-6456000","10070000","","","1000000","1000000","","3000000","4000000","1000000","4000000","3000000","1676000","0","0","0","0","0","0","0","0","0","0","0","0","0","111000","0","0","0","0","0","0","0","0","0","","","",
"New Zealand","NZL","Foreign direct investment, net outflows (BoP, current US$)","BM.KLT.DINV.CD.WD","","","","","","","","","","","9000000","12000000","3590000","19000000","20970000","21630000","35820000","32030000","55990000","74600000","71102972.6887","102360360.5167","86296816.0227","403535613.3541","30612418.4377","172484518.4025","86767442.3467","560027381.7392","614517819.7065","135155338.9349","2363083164.3002","1468696459.7839","391021543.7831","-1388806329.066","2008870336.551","1783605008.2684","-1238615664.8452","-1565702648.7351","401445202.7298","1073766544.4192","-4140835415.91304","-607280709.755491","1406692984.74432","645368234.41254","853681586.81495","-640852200.042145","-399857077.835417","3990624004.19435","839269149.913823","-2072579277.12305","1033263171.88308","-120297963.673672","-90671712.6866651","-1414175218.19849","1422388363.46075","-15724523.6578723","-956854246.936039","-583375940.788429","",
"OECD members","OED","Foreign direct investment, net outflows (BoP, current US$)","BM.KLT.DINV.CD.WD","","","","","","","","","","","12998742798.249","12394756810.6677","15238206933.3999","23820850386.1137","20310863397.3526","27461561508.9099","27227542758.1177","27850060943.7717","36900309734.8922","60758131655.389","53087672856.1034","49883522396.5479","35180750737.8694","40888360793.2714","51192465040.8883","48599549960.3924","91800173388.4302","143655658735.327","179422456732.489","225283346772.25","267302968325.404","210009728337.948","206615085250.032","215365236732.462","272862251355.442","348716122296.975","378993122016.172","454147352673.065","735970615220.854","1139987902326.78","1257871447786.03","647238459317.121","602644153157.636","654251135286.07","1061934837817.6","1239730580739.46","1869452746704.85","2814855089429.26","2190207521302.76","991369815213.288","1286604760595.33","1702264939252.38","1318665105263.43","1390140994127.47","1102065881133.12","1432854560810.7","1529831916516.18","1428935457117.5","",
"Oman","OMN","Foreign direct investment, net outflows (BoP, current US$)","BM.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2600780.23407022","88426527.9583875","41612483.7451235","233550065.019506","274642392.717815","-37191157.3472042","584395318.595579","109232769.830949","1498049414.82445","1222886866.05982","885045513.654096","933680104.031209","1356306892.06762","334980494.148244","356594278.283485","2423927178.15345","",
"Other small states","OSS","Foreign direct investment, net outflows (BoP, current US$)","BM.KLT.DINV.CD.WD","","","","","","","","","","","","","","","-3000000","7000000","39687868.357826","21744198.8391779","3513068.0824119","7319565.53695727","25116394.8659822","11639435.1043063","15468266.4907144","10778362.3221013","10303404.0493358","11569693.5861061","44171775.7759559","40464496.9761925","38876771.8853973","63759148.1691994","323528899.818538","138152084.07095","332433011.793182","166569262.869223","391278290.300371","620795612.068456","901679958.974888","639047544.683003","558446428.803325","851356108.89566","1249809607.25917","1634074233.18202","1154897534.20589","2508199854.74367","10009529754.9149","21230995947.1844","24243849222.2446","35754765822.6246","23581115338.7526","287706465.874674","21841021338.3951","-10837144960.2331","43984308182.7741","-5533056613.68466","-2411435346.07471","11729451249.6458","7135120909.332","-6070258565.17798","",
"Pakistan","PAK","Foreign direct investment, net outflows (BoP, current US$)","BM.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","","","","","","","","-4684410.47586613","-7866025.00557378","-649653.434704152","19226956.1692812","12741495.1712374","43083008.8299865","1948282.95216115","-3737254.74893759","-11579897.2988718","-2153461.34905","966633.933472743","410453.27681328","6785421.46683051","-24314470.8617244","50000000","21000000","11000000","26000000","31000000","19000000","56000000","45000000","109000000","98000000","49000000","71000000","47000000","62000000","77000000","212000000","122000000","25000000","52000000","52000000","",
"Panama","PAN","Foreign direct investment, net outflows (BoP, current US$)","BM.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","","","","33800000.0338","","","","157700000.065708","","105800000","108600000","134600000","","","16200000","6000000","7400000","","58300000","12800000","12900000","112100000","287900000","203900000","139700000","148500000","233100000","258800000","186800000","397000000","325400000","243300000","-173800000","142600000","1418600000","-103000000","562700000","854800000","1147200000","932700000","195300000","",
"Peru","PER","Foreign direct investment, net outflows (BoP, current US$)","BM.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","","","","","700000","500000","9100000","24600000","200000","800000","21400000","100000","2300000","49700000","10000000","10000","-13000000","10000","8000000","-17010000","85000000","62041666.6666668","128000000","","74400000","","60000000","","0","0","65576972","735799630","410713000","265885310","147201923.09","77711000","137129000","800789000","127365080","303229200","262295740","",
"Philippines","PHL","Foreign direct investment, net outflows (BoP, current US$)","BM.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","1000000","","","86000000","47000000","61000000","27000000","15000000","58000000","11000000","53000000","16000000","9000000","22000000","27000000","101000000","374000000","302000000","399000000","182000000","136000000","160000000","715000000","-628000000","425000000","292000000","304000000","483000000","794117296.734486","1068312763.4408","5372665966.93904","1970034441.18","1897129837.55994","2712166531.85895","2349641139.81526","4173220332.74718","3646949296.38035","6753922593.24043","5539505400.92708","2396734618.30099","3512709864.9533","",
"Palau","PLW","Foreign direct investment, net outflows (BoP, current US$)","BM.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-1000000","1000000","","","","","","","10000","-38000","","","","","","0","0","0","0","0","0","0","0","0","0","","","","",
"Papua New Guinea","PNG","Foreign direct investment, net outflows (BoP, current US$)","BM.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","-1884363.36032752","1772894.30756449","4862439.66717318","3227670.56508269","15736088.4037562","617319.485111279","1773372.01319184","1124055.98903659","2271224.56061411","917966.956365865","-8712600.06683361","-22231722.6319138","33835146.1657396","-17868565.6047032","26799.2367486875","3878702.93841302","2043010.93480766","101795.330308881","2763067.00437486","-33342683.7087","-1461485.06644049","-262471.678143096","-187518.089584261","1531275.96459045","564238.100537802","642791.655125601","-770174.727","-3030770.7418","62062.8448","6447557.1818","981440.9516","7756251.37","370.358","4355495.5465","367743.0506","843536.6116","88786504.4513","0","0","-108365.386409909","-31917.990661868","","",
"Poland","POL","Foreign direct investment, net outflows (BoP, current US$)","BM.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","12000000","17000000","16000000","13000000","21000000","3000000","4000000","1000000","12000000","1000000","22000000","8000000","22000000","18000000","5357000","-7000000","13000000","18000000","29000000","42000000","55000000","47000000","334000000","168000000","8000000","-127000000","190000000","1087000000","2139000000","4134000000","10803000000","7586000000","4666000000","5931000000","9516000000","4815000000","1327000000","-3411000000","6799000000","4913000000","13923000000","4210000000","",
